index,latitude,longitude
793,22.00633393,113.00479447
794,22.00614337,113.00458893
795,22.00595281,113.00438340
796,22.00576225,113.00417786
797,22.00557168,113.00397233
798,22.00538112,113.00376679
799,22.00519056,113.00356126
800,22.00500000,113.00335572
801,22.00480944,113.00315019
802,22.00461888,113.00294466
803,22.00442832,113.00273912
804,22.00423775,113.00253359
805,22.00404719,113.00232805
806,22.00385663,113.00212252
807,22.00366607,113.00191698
808,22.00347551,113.00171145
809,22.00328495,113.00150592
810,22.00309439,113.00130038
811,22.00290382,113.00109485
812,22.00271326,113.00088931
813,22.00252270,113.00068378
814,22.00233214,113.00047824
815,22.00938291,113.00767195
816,22.00919235,113.00746641
817,22.00900179,113.00726088
818,22.00881123,113.00705534
819,22.00862067,113.00684981
820,22.00843011,113.00664428
821,22.00823954,113.00643874
822,22.00804898,113.00623321
823,22.00785842,113.00602767
824,22.00766786,113.00582214
825,22.00747730,113.00561660
826,22.00728674,113.00541107
827,22.00709618,113.00520553
828,22.00690561,113.00500000
829,22.00671505,113.00479447
830,22.00652449,113.00458893
831,22.00633393,113.00438340
832,22.00614337,113.00417786
833,22.00595281,113.00397233
834,22.00576225,113.00376679
835,22.00557168,113.00356126
836,22.00538112,113.00335572
837,22.00519056,113.00315019
838,22.00500000,113.00294466
839,22.00480944,113.00273912
840,22.00461888,113.00253359
841,22.00442832,113.00232805
842,22.00423775,113.00212252
843,22.00404719,113.00191698
844,22.00385663,113.00171145
845,22.00366607,113.00150592
846,22.00347551,113.00130038
847,22.00328495,113.00109485
848,22.00309439,113.00088931
849,22.00290382,113.00068378
850,22.00271326,113.00047824
851,22.00252270,113.00027271
852,22.00957347,113.00746641
853,22.00938291,113.00726088
854,22.00919235,113.00705534
855,22.00900179,113.00684981
856,22.00881123,113.00664428
857,22.00862067,113.00643874
858,22.00843011,113.00623321
859,22.00823954,113.00602767
860,22.00804898,113.00582214
861,22.00785842,113.00561660
862,22.00766786,113.00541107
863,22.00747730,113.00520553
864,22.00728674,113.00500000
865,22.00709618,113.00479447
866,22.00690561,113.00458893
867,22.00671505,113.00438340
868,22.00652449,113.00417786
869,22.00633393,113.00397233
870,22.00614337,113.00376679
871,22.00595281,113.00356126
872,22.00576225,113.00335572
873,22.00557168,113.00315019
874,22.00538112,113.00294466
875,22.00519056,113.00273912
876,22.00500000,113.00253359
877,22.00480944,113.00232805
878,22.00461888,113.00212252
879,22.00442832,113.00191698
880,22.00423775,113.00171145
881,22.00404719,113.00150592
882,22.00385663,113.00130038
883,22.00366607,113.00109485
884,22.00347551,113.00088931
885,22.00328495,113.00068378
886,22.00309439,113.00047824
887,22.00290382,113.00027271
888,22.00271326,113.00006717
889,22.00976404,113.00726088
890,22.00957347,113.00705534
891,22.00938291,113.00684981
892,22.00919235,113.00664428
893,22.00900179,113.00643874
894,22.00881123,113.00623321
895,22.00862067,113.00602767
896,22.00843011,113.00582214
897,22.00823954,113.00561660
898,22.00804898,113.00541107
899,22.00785842,113.00520553
900,22.00766786,113.00500000
901,22.00747730,113.00479447
902,22.00728674,113.00458893
903,22.00709618,113.00438340
904,22.00690561,113.00417786
905,22.00671505,113.00397233
906,22.00652449,113.00376679
907,22.00633393,113.00356126
908,22.00614337,113.00335572
909,22.00595281,113.00315019
910,22.00576225,113.00294466
911,22.00557168,113.00273912
912,22.00538112,113.00253359
913,22.00519056,113.00232805
914,22.00500000,113.00212252
915,22.00480944,113.00191698
916,22.00461888,113.00171145
917,22.00442832,113.00150592
918,22.00423775,113.00130038
919,22.00404719,113.00109485
920,22.00385663,113.00088931
921,22.00366607,113.00068378
922,22.00347551,113.00047824
923,22.00328495,113.00027271
924,22.00309439,113.00006717
925,22.00290382,112.99986164
926,22.00995460,113.00705534
927,22.00976404,113.00684981
928,22.00957347,113.00664428
929,22.00938291,113.00643874
930,22.00919235,113.00623321
931,22.00900179,113.00602767
932,22.00881123,113.00582214
933,22.00862067,113.00561660
934,22.00843011,113.00541107
935,22.00823954,113.00520553
936,22.00804898,113.00500000
937,22.00785842,113.00479447
938,22.00766786,113.00458893
939,22.00747730,113.00438340
940,22.00728674,113.00417786
941,22.00709618,113.00397233
942,22.00690561,113.00376679
943,22.00671505,113.00356126
944,22.00652449,113.00335572
945,22.00633393,113.00315019
946,22.00614337,113.00294466
947,22.00595281,113.00273912
948,22.00576225,113.00253359
949,22.00557168,113.00232805
950,22.00538112,113.00212252
951,22.00519056,113.00191698
952,22.00500000,113.00171145
953,22.00480944,113.00150592
954,22.00461888,113.00130038
955,22.00442832,113.00109485
956,22.00423775,113.00088931
957,22.00404719,113.00068378
958,22.00385663,113.00047824
959,22.00366607,113.00027271
960,22.00347551,113.00006717
961,22.00328495,112.99986164
962,22.00309439,112.99965611
963,22.01014516,113.00684981
964,22.00995460,113.00664428
965,22.00976404,113.00643874
966,22.00957347,113.00623321
967,22.00938291,113.00602767
968,22.00919235,113.00582214
969,22.00900179,113.00561660
970,22.00881123,113.00541107
971,22.00862067,113.00520553
972,22.00843011,113.00500000
973,22.00823954,113.00479447
974,22.00804898,113.00458893
975,22.00785842,113.00438340
976,22.00766786,113.00417786
977,22.00747730,113.00397233
978,22.00728674,113.00376679
979,22.00709618,113.00356126
980,22.00690561,113.00335572
981,22.00671505,113.00315019
982,22.00652449,113.00294466
983,22.00633393,113.00273912
984,22.00614337,113.00253359
985,22.00595281,113.00232805
986,22.00576225,113.00212252
987,22.00557168,113.00191698
988,22.00538112,113.00171145
989,22.00519056,113.00150592
990,22.00500000,113.00130038
991,22.00480944,113.00109485
992,22.00461888,113.00088931
993,22.00442832,113.00068378
994,22.00423775,113.00047824
995,22.00404719,113.00027271
996,22.00385663,113.00006717
